#Strand_gene_id	ChrName	Strand	Gene_start	Gene_end	Symbol	Entrez_id
PACSIN3-11-1	chr11	-	47199073	47208010	PACSIN3	29763
PARVG-22-1	chr22	+	44566271	44604349	PARVG	64098
NEDD9-6-1	chr6	-	11183531	11382581	NEDD9	4739
PPP1R3A-7-1	chr7	-	113516882	113559082	PPP1R3A	5506
MIR3152-9-1	chr9	+	18573304	18573377	MIR3152	100422869
DGKD-2-1	chr2	+	234263149	234380744	DGKD	8527
BIVM-13-1	chr13	+	103451399	103493888	BIVM	54841
CRYBA4-22-1	chr22	+	27017928	27026636	CRYBA4	1413
MIR24-2-19-1	chr19	-	13947101	13947173	MIR24-2	407013
MIR324-17-1	chr17	-	7126616	7126698	MIR324	442898
GADD45G-9-1	chr9	+	92219913	92221470	GADD45G	10912
GIMAP1-GIMAP5-7-1	chr7	+	150413645	150440737	GIMAP1-GIMAP5	100527949
MCF2L2-3-1	chr3	-	182895831	183146031	MCF2L2	23101
LEF1-AS1-4-1	chr4	+	109088681	109097586	LEF1-AS1	641518
MIR4505-14-1	chr14	+	74225450	74225522	MIR4505	100616158
SNORD91A-17-1	chr17	-	2233573	2233664	SNORD91A	692207
MAGEB10-23-1	chrX	+	27826107	27841131	MAGEB10	139422
RASSF10-11-1	chr11	+	13030970	13033653	RASSF10	644943
ZBTB11-AS1-3-1	chr3	+	101395274	101398061	ZBTB11-AS1	100009676
MIR670-11-1	chr11	+	43581206	43581303	MIR670	100313777
GPR39-2-1	chr2	+	133174147	133404169	GPR39	2863
FBXW9-19-1	chr19	-	12799730	12807649	FBXW9	84261
TRIM44-11-1	chr11	+	35684353	35830930	TRIM44	54765
PPTC7-12-1	chr12	-	110972237	111021064	PPTC7	160760
NAT8-2-1	chr2	-	73867850	73869537	NAT8	9027
SLC25A45-11-1	chr11	-	65142663	65151172	SLC25A45	283130
CHRNA7-15-1	chr15	+	32322686	32462384	CHRNA7	1139
LOC100507156-8-1	chr8	+	23193721	23223638	LOC100507156	100507156
SNORD73A-4-1	chr4	+	152024979	152025043	SNORD73A	8944
CRELD2-22-1	chr22	+	50312278	50321188	CRELD2	79174
SLC5A6-2-1	chr2	-	27422455	27435175	SLC5A6	8884
LRFN3-19-1	chr19	+	36428022	36436097	LRFN3	79414
PSMG3-AS1-7-1	chr7	+	1609709	1629262	PSMG3-AS1	114796
DNAJC24-11-1	chr11	+	31391377	31454382	DNAJC24	120526
PIK3R5-17-1	chr17	-	8782233	8869029	PIK3R5	23533
COMMD3-10-1	chr10	+	22605312	22609246	COMMD3	23412
ZNF675-19-1	chr19	-	23835583	23870036	ZNF675	171392
WDR64-1-1	chr1	+	241815580	241965435	WDR64	128025
PRDM14-8-1	chr8	-	70963886	70983562	PRDM14	63978
SRD5A1-5-1	chr5	+	6633500	6669675	SRD5A1	6715
BGLAP-1-1	chr1	+	156211951	156213123	BGLAP	632
SPAG7-17-1	chr17	-	4862521	4871132	SPAG7	9552
LINC00272-1-1	chr1	+	182376756	182383948	LINC00272	388719
C19ORF73-19-1	chr19	-	49621654	49622397	C19orf73	55150
TXN2-22-1	chr22	-	36863083	36878072	TXN2	25828
NAA38-7-1	chr7	+	117824086	117844093	LSM8	51691
LOC100129216-11-1	chr11	+	71589499	71595607	DEFB131B	100129216
RNF128-23-1	chrX	+	105937068	106040246	RNF128	79589
GJC2-1-1	chr1	+	228337415	228347527	GJC2	57165
BAHCC1-17-1	chr17	+	79373540	79433358	BAHCC1	57597
SNAR-F-19-1	chr19	+	51108220	51108342	SNAR-F	100126781
APC2-19-1	chr19	+	1446269	1473243	APC2	10297
FLJ36777-4-1	chr4	-	7099151	7105103	LINC02447	730971
C19ORF69-19-1	chr19	+	41949063	41950670	ERICH4	100170765
TCAIM-3-1	chr3	+	44379574	44450940	TCAIM	285343
SLC8B1-12-1	chr12	-	113736571	113772934	SLC8B1	80024
CELA1-12-1	chr12	-	51722227	51740463	CELA1	1990
CARS2-13-1	chr13	-	111293757	111358480	CARS2	79587
SLC10A3-23-1	chrX	-	153715645	153719002	SLC10A3	8273
FAM124B-2-1	chr2	-	225243415	225266711	FAM124B	79843
VIL1-2-1	chr2	+	219283838	219314248	VIL1	7429
GALNTL6-4-1	chr4	+	172734575	173961559	GALNTL6	442117
EFCAB4B-12-1	chr12	-	3722122	3862366	CRACR2A	84766
DUSP7-3-1	chr3	-	52082935	52090461	DUSP7	1849
KCNK13-14-1	chr14	+	90528109	90652201	KCNK13	56659
CALD1-7-1	chr7	+	134464164	134655480	CALD1	800
FZR1-19-1	chr19	+	3506261	3536755	FZR1	51343
CKS2-9-1	chr9	+	91926113	91931618	CKS2	1164
DHRS2-14-1	chr14	+	24099324	24114848	DHRS2	10202
SNORD66-3-1	chr3	+	184043484	184043559	SNORD66	692107
BDKRB1-14-1	chr14	+	96721641	96735304	BDKRB1	623
ATP10D-4-1	chr4	+	47487296	47595503	ATP10D	57205
OSER1-AS1-20-1	chr20	+	42839600	42854667	OSER1-DT	100505783
MYBL1-8-1	chr8	-	67474410	67525484	MYBL1	4603
CTNNA3-10-1	chr10	-	67672276	69455949	CTNNA3	29119
MIR451B-17-1	chr17	+	27188389	27188456	MIR451B	100616273
RHBG-1-1	chr1	+	156338980	156355013	RHBG	57127
DLGAP1-AS4-18-1	chr18	+	3962353	4014094	DLGAP1-AS4	101410534
POLDIP2-17-1	chr17	-	26673659	26684603	POLDIP2	26073
SNORD115-17-15-1	chr15	+	25446470	25446551	SNORD115-17	100033455
OR52N2-11-1	chr11	+	5825018	5842572	OR52N2	390077
RPSAP58-19-1	chr19	+	23945816	24010937	RPSAP58	388524
LARP4B-10-1	chr10	-	852854	977645	LARP4B	23185
LETMD1-12-1	chr12	+	51442082	51454207	LETMD1	25875
VBP1-23-1	chrX	+	154425290	154468098	VBP1	7411
NR2F1-5-1	chr5	+	92919043	92930319	NR2F1	7025
PIPOX-17-1	chr17	+	27369918	27384245	PIPOX	51268
HCG14-6-1	chr6	+	28864307	28865097	HCG14	414760
LRRC37A-17-1	chr17	+	44316744	44415160	LRRC37A	9884
WDR96-10-1	chr10	-	105889646	105992124	CFAP43	80217
DNAJC7-17-1	chr17	-	40128439	40169715	DNAJC7	7266
ADPRH-3-1	chr3	+	119298280	119308792	ADPRH	141
P2RY6-11-1	chr11	+	72975550	73009670	P2RY6	5031
ETFB-19-1	chr19	-	51848409	51869672	ETFB	2109
PLEKHG4B-5-1	chr5	+	140373	190087	PLEKHG4B	153478
FRA10AC1-10-1	chr10	-	95427640	95462329	FRA10AC1	118924
RNASE10-14-1	chr14	+	20973696	20979314	RNASE10	338879
TSPAN17-5-1	chr5	+	176074388	176086059	TSPAN17	26262
SPINK13-5-1	chr5	+	147648423	147665773	SPINK13	153218
MIR1471-2-1	chr2	-	232756952	232757008	MIR1471	100302126
OCLM-1-1	chr1	+	186369704	186370587	OCLM	10896
NDP-23-1	chrX	-	43808022	43832921	NDP	4693
PPFIA3-19-1	chr19	+	49622646	49654287	PPFIA3	8541
AKAP10-17-1	chr17	-	19807765	19881169	AKAP10	11216
SYNPO-5-1	chr5	+	149980642	150038792	SYNPO	11346
SNORD83B-22-1	chr22	-	39709824	39709916	SNORD83B	116938
LFNG-7-1	chr7	+	2552163	2568811	LFNG	3955
MIR2467-2-1	chr2	-	240273419	240273499	MIR2467	100616360
MTRNR2L9-6-1	chr6	+	62284008	62284534	MTRNR2L9	100463487
OR10C1-6-1	chr6	+	29407716	29408754	OR10C1	442194
NHLRC2-10-1	chr10	+	115614391	115672265	NHLRC2	374354
ADD3-10-1	chr10	+	111765627	111895323	ADD3	120
SNORD116-23-15-1	chr15	+	25336932	25337025	SNORD116-23	100033434
HOOK2-19-1	chr19	-	12873817	12889248	HOOK2	29911
AMBRA1-11-1	chr11	-	46417962	46615619	AMBRA1	55626
PHF20L1-8-1	chr8	+	133787604	133861052	PHF20L1	51105
MIR5583-2-18-1	chr18	-	37256683	37256741	MIR5583-2	100846997
ZW10-11-1	chr11	-	113603905	113644485	ZW10	9183
PKP3-11-1	chr11	+	392614	404908	PKP3	11187
TTC29-4-1	chr4	-	147628179	147867034	TTC29	83894
NKAPP1-23-1	chrX	-	119370305	119379122	NKAPP1	158801
CRYAA-21-1	chr21	+	44589141	44592915	CRYAA	1409
RNF44-5-1	chr5	-	175953700	175965026	RNF44	22838
LINC00366-13-1	chr13	+	39141861	39153653	LINC00366	100874147
CCDC130-19-1	chr19	+	13842574	13874108	CCDC130	81576
SOCS7-17-1	chr17	+	36508007	36561846	SOCS7	30837
MIR4790-3-1	chr3	-	5291862	5291940	MIR4790	100616334
FAM117B-2-1	chr2	+	203499901	203634480	FAM117B	150864
PATE2-11-1	chr11	-	125646025	125648714	PATE2	399967
PIGN-18-1	chr18	-	59711457	59854289	PIGN	23556
FUT8-14-1	chr14	+	65877310	66210839	FUT8	2530
CBLL1-7-1	chr7	+	107383942	107402112	CBLL1	79872
DBH-9-1	chr9	+	136501485	136524466	DBH	1621
TP53TG3B-16-1	chr16	+	33262120	33264719	TP53TG3B	729355
CNTD1-17-1	chr17	+	40950609	40963605	CNTD1	124817
GRIK4-11-1	chr11	+	120382465	120859514	GRIK4	2900
GOLGB1-3-1	chr3	-	121382046	121468662	GOLGB1	2804
ASF1A-6-1	chr6	+	119215241	119230336	ASF1A	25842
CDC25B-20-1	chr20	+	3767419	3786765	CDC25B	994
LOC349160-7-1	chr7	-	136583520	136849088	LOC349160	349160
MIEF1-22-1	chr22	+	39898197	39914139	MIEF1	54471
LYZL1-10-1	chr10	+	29577980	29607158	LYZL1	84569
GPR158-10-1	chr10	+	25464290	25891158	GPR158	57512
LINC00534-8-1	chr8	+	91233716	91400187	LINC00534	100874052
CD70-19-1	chr19	-	6582969	6591163	CD70	970
MIR24-1-9-1	chr9	+	97848303	97848370	MIR24-1	407012
CAPN7-3-1	chr3	+	15247733	15294423	CAPN7	23473
MIR4736-17-1	chr17	-	56413337	56413383	MIR4736	100616220
ALX4-11-1	chr11	-	44282278	44331735	ALX4	60529
TMEM9B-11-1	chr11	-	8968748	8986558	TMEM9B	56674
OR4D2-17-1	chr17	+	56247017	56247940	OR4D2	124538
TMEM57-1-1	chr1	+	25757349	25826700	MACO1	55219
PRR19-19-1	chr19	+	42806284	42814973	PRR19	284338
C19ORF66-19-1	chr19	+	10196806	10203928	C19orf66	55337
NUTM2G-9-1	chr9	+	99691286	99704572	NUTM2G	441457
CDK11A-1-1	chr1	-	1633822	1655999	CDK11A	728642
CAMKK2-12-1	chr12	-	121675495	121736111	CAMKK2	10645
SNORD116-16-15-1	chr15	+	25327914	25328007	SNORD116-16	100033428
TACC1-8-1	chr8	+	38585704	38710546	TACC1	6867
ZFP2-5-1	chr5	+	178322899	178360213	ZFP2	80108
TIAL1-10-1	chr10	-	121332977	121356541	TIAL1	7073
LOC100288866-17-1	chr17	-	47583019	47651426	LOC100288866	100288866
THRA-17-1	chr17	+	38218446	38250120	THRA	7067
CHRM3-AS2-1-1	chr1	-	239869528	239882463	CHRM3-AS2	100506915
VCPIP1-8-1	chr8	-	67542488	67579452	VCPIP1	80124
SNAP47-1-1	chr1	+	227922697	227968932	SNAP47	116841
BEND3P3-10-1	chr10	+	81442731	81448653	BEND3P3	650623
EFCAB9-5-1	chr5	+	171621176	171630458	EFCAB9	285588
ANO6-12-1	chr12	+	45609770	45834187	ANO6	196527
ARPP21-3-1	chr3	+	35680666	35835988	ARPP21	10777
KCNE3-11-1	chr11	-	74165886	74178600	KCNE3	10008
RNF157-AS1-17-1	chr17	+	74136637	74150729	RNF157-AS1	100507218
MAGEL2-15-1	chr15	-	23888696	23892993	MAGEL2	54551
TOB1-AS1-17-1	chr17	+	48944040	48945732	TOB1-AS1	400604
RAD51-15-1	chr15	+	40987327	41024356	RAD51	5888
OR2T35-1-1	chr1	-	248801588	248802559	OR2T35	403244
HOXD9-2-1	chr2	+	176987413	176989645	HOXD9	3235
VENTX-10-1	chr10	+	135051408	135055433	VENTX	27287
ACTG1P4-1-1	chr1	+	104112026	104114013	ACTG1P4	648740
TMEM69-1-1	chr1	+	46153847	46160110	TMEM69	51249
HSD11B1-1-1	chr1	+	209859525	209908295	HSD11B1	3290
HTR7-10-1	chr10	-	92500575	92617671	HTR7	3363
OR2L3-1-1	chr1	+	248223984	248224922	OR2L3	391192
TRIM51-11-1	chr11	+	55650773	55659286	TRIM51	84767
OTUB2-14-1	chr14	+	94489511	94515276	OTUB2	78990
NTF3-12-1	chr12	+	5541280	5604465	NTF3	4908
MIR574-4-1	chr4	+	38869653	38869748	MIR574	693159
STRIP1-1-1	chr1	+	110574199	110597263	STRIP1	85369
MIR605-10-1	chr10	+	53059333	53059415	MIR605	693190
NDUFA5-7-1	chr7	-	123181083	123197958	NDUFA5	4698
BCL7A-12-1	chr12	+	122459861	122499950	BCL7A	605
EIF3G-19-1	chr19	-	10225690	10230599	EIF3G	8666
WDR52-3-1	chr3	-	113005777	113160986	CFAP44	55779
NKX2-2-20-1	chr20	-	21491655	21494664	NKX2-2	4821
SNORD78-1-1	chr1	-	173834771	173834824	SNORD78	692198
HSF4-16-1	chr16	+	67197288	67203848	HSF4	3299
C1ORF141-1-1	chr1	-	67557859	67600654	C1orf141	400757
C10ORF82-10-1	chr10	-	118423207	118429765	C10orf82	143379
TMEM74-8-1	chr8	-	109791165	109799770	TMEM74	157753
H2AFY2-10-1	chr10	+	71812357	71872040	H2AFY2	55506
EPCAM-2-1	chr2	+	47596287	47614167	EPCAM	4072
FAM129C-19-1	chr19	+	17634110	17664648	FAM129C	199786
MIR4636-5-1	chr5	-	9053928	9054007	MIR4636	100616326
TTTY11-24-1	chrY	-	8651354	8685423	TTTY11	83866
ZNF543-19-1	chr19	+	57831865	57842144	ZNF543	125919
LOH12CR2-12-1	chr12	-	12508342	12510001	LOH12CR2	503693
LYG1-2-1	chr2	-	99900701	99921205	LYG1	129530
ZNF816-ZNF321P-19-1	chr19	-	53430388	53466164	ZNF816-ZNF321P	100529240
IPP-1-1	chr1	-	46159996	46216485	IPP	3652
AUP1-2-1	chr2	-	74753775	74757019	AUP1	550
RAI2-23-1	chrX	-	17818169	17879457	RAI2	10742
SIDT1-3-1	chr3	+	113251218	113348422	SIDT1	54847
USMG5-10-1	chr10	-	105148807	105156270	ATP5MD	84833
LINC01098-4-1	chr4	+	178649911	178911904	LINC01098	285501
OTUD5-23-1	chrX	-	48779301	48815880	OTUD5	55593
LINC00312-3-1	chr3	+	8613468	8616354	LINC00312	29931
LOXL1-15-1	chr15	+	74218789	74244478	LOXL1	4016
TOR1A-9-1	chr9	-	132575221	132586441	TOR1A	1861
GOLGA8EP-15-1	chr15	+	23435070	23448423	GOLGA8EP	390535
MYO18B-22-1	chr22	+	26138117	26453345	MYO18B	84700
C12ORF36-12-1	chr12	-	13523605	13540101	LINC01559	283422
AARD-8-1	chr8	+	117950464	117956239	AARD	441376
DDX41-5-1	chr5	-	176938578	176943967	DDX41	51428
TMEM33-4-1	chr4	+	41937137	41962824	TMEM33	55161
MIR15B-3-1	chr3	+	160122376	160122473	MIR15B	406949
OR1I1-19-1	chr19	+	15197877	15198944	OR1I1	126370
NTNG1-1-1	chr1	+	107682540	108024477	NTNG1	22854
MX2-21-1	chr21	+	42733918	42780870	MX2	4600
SIAH1-16-1	chr16	-	48394442	48419229	SIAH1	6477
ELAVL4-1-1	chr1	+	50513686	50669442	ELAVL4	1996
CCDC108-2-1	chr2	-	219867568	219906273	CFAP65	255101
CHMP6-17-1	chr17	+	78965641	78973933	CHMP6	79643
PHF2-9-1	chr9	+	96338909	96441869	PHF2	5253
SMG6-17-1	chr17	-	1963133	2207069	SMG6	23293
TNFRSF9-1-1	chr1	-	7975931	8003225	TNFRSF9	3604
SLC2A10-20-1	chr20	+	45338279	45364986	SLC2A10	81031
NELL2-12-1	chr12	-	44902058	45307711	NELL2	4753
LOC100506606-12-1	chr12	-	29433348	29470781	LOC100506606	100506606
COL4A4-2-1	chr2	-	227867427	228029275	COL4A4	1286
IL23A-12-1	chr12	+	56732663	56734194	IL23A	51561
TALDO1-11-1	chr11	+	747417	765024	TALDO1	6888
LPO-17-1	chr17	+	56315787	56345879	LPO	4025
GAST-17-1	chr17	+	39868578	39872221	GAST	2520
IL7R-5-1	chr5	+	35856977	35879705	IL7R	3575
SNORD114-4-14-1	chr14	+	101420681	101420784	SNORD114-4	767580
RPL35-9-1	chr9	-	127620158	127624240	RPL35	11224
VAMP7-23-1	chrX	+	155110943	155173433	VAMP7	6845
AMN1-12-1	chr12	-	31824071	31882108	AMN1	196394
RUNDC1-17-1	chr17	+	41132527	41145713	RUNDC1	146923
PGBD2-1-1	chr1	+	249200395	249215453	PGBD2	267002
SC5D-11-1	chr11	+	121163388	121184119	SC5D	6309
A1BG-AS1-19-1	chr19	+	58863336	58866549	A1BG-AS1	503538
PDZD3-11-1	chr11	+	119056127	119060932	PDZD3	79849
ECHDC1-6-1	chr6	-	127609857	127665214	ECHDC1	55862
SUMO2-17-1	chr17	-	73163825	73179098	SUMO2	6613
COL27A1-9-1	chr9	+	116918231	117072975	COL27A1	85301
ZNF726-19-1	chr19	+	24097684	24116769	ZNF726	730087
NR3C1-5-1	chr5	-	142657496	143113322	NR3C1	2908
GRPEL1-4-1	chr4	-	7061780	7069800	GRPEL1	80273
MIR4697HG-11-1	chr11	-	133766330	133771635	MIR4697HG	283174
MRPL16-11-1	chr11	-	59573608	59578345	MRPL16	54948
NPY6R-5-1	chr5	+	137136882	137146440	NPY6R	4888
TULP1-6-1	chr6	-	35465651	35480715	TULP1	7287
KCNAB1-AS1-3-1	chr3	-	156158946	156164694	KCNAB1-AS1	100874084
SIT1-9-1	chr9	-	35649295	35650947	SIT1	27240
RBFADN-18-1	chr18	+	77827256	77839206	RBFADN	100506070
NCCRP1-19-1	chr19	+	39687604	39692522	NCCRP1	342897
MIA3-1-1	chr1	+	222791444	222841351	MIA3	375056
SMIM14-4-1	chr4	-	39548917	39640481	SMIM14	201895
POMC-2-1	chr2	-	25383722	25391559	POMC	5443
IQCH-AS1-15-1	chr15	-	67695949	67814182	IQCH-AS1	100506686
GCLC-6-1	chr6	-	53362139	53409927	GCLC	2729
NR2F2-AS1-15-1	chr15	-	96809615	96870590	NR2F2-AS1	644192
MIR19A-13-1	chr13	+	92003145	92003226	MIR19A	406979
ASPM-1-1	chr1	-	197053257	197115824	ASPM	259266
GMFG-19-1	chr19	-	39818999	39826726	GMFG	9535
TTC24-1-1	chr1	+	156549519	156556562	TTC24	164118
RPS4X-23-1	chrX	-	71492453	71497141	RPS4X	6191
MRPL24-1-1	chr1	-	156707094	156710923	MRPL24	79590
RDH10-8-1	chr8	+	74206837	74237520	RDH10	157506
MIR4733-17-1	chr17	-	29421368	29421443	MIR4733	100616266
MRPS9-2-1	chr2	+	105654483	105716418	MRPS9	64965
TIAM1-21-1	chr21	-	32490736	32931290	TIAM1	7074
LINC01115-2-1	chr2	-	779837	864112	LINC01115	339822
LINC00200-10-1	chr10	+	1205708	1210612	LINC00200	399706
UBE2T-1-1	chr1	-	202300785	202311094	UBE2T	29089
LINC00870-3-1	chr3	+	72200408	72223490	LINC00870	201617
STYXL1-7-1	chr7	-	75625610	75677321	STYXL1	51657
LRP6-12-1	chr12	-	12268959	12419811	LRP6	4040
PMS2-7-1	chr7	-	6012870	6048737	PMS2	5395
GMDS-6-1	chr6	-	1624035	2245868	GMDS	2762
FSHB-11-1	chr11	+	30252563	30256824	FSHB	2488
STK31-7-1	chr7	+	23749786	23872132	STK31	56164
RPRD1A-18-1	chr18	-	33569787	33647538	RPRD1A	55197
GPD2-2-1	chr2	+	157291965	157442915	GPD2	2820
MPZL3-11-1	chr11	-	118097405	118124135	MPZL3	196264
RBM38-20-1	chr20	+	55966454	55984389	RBM38	55544
CD8B-2-1	chr2	-	87042460	87089047	CD8B	926
HIST1H2BA-6-1	chr6	+	25727137	25727573	HIST1H2BA	255626
SNORD115-24-15-1	chr15	+	25458806	25458876	SNORD115-24	100036563
KRTAP24-1-21-1	chr21	-	31653627	31655276	KRTAP24-1	643803
GPS2-17-1	chr17	-	7215978	7218658	GPS2	2874
CYP20A1-2-1	chr2	+	204103164	204170563	CYP20A1	57404
TMEM127-2-1	chr2	-	96915946	96931751	TMEM127	55654
NUTM2A-10-1	chr10	+	88983616	88995645	NUTM2A	728118
KATNA1-6-1	chr6	-	149916009	149970154	KATNA1	11104
C2ORF54-2-1	chr2	-	241825465	241836267	C2orf54	79919
LRRC48-17-1	chr17	+	17876127	17920203	DRC3	83450
ADAMTS16-5-1	chr5	+	5140443	5320412	ADAMTS16	170690
CRTAC1-10-1	chr10	-	99624757	99790585	CRTAC1	55118
SPAM1-7-1	chr7	+	123565286	123611464	SPAM1	6677
HIPK2-7-1	chr7	-	139246316	139477693	HIPK2	28996
LGI3-8-1	chr8	-	22004343	22014344	LGI3	203190
TBX1-22-1	chr22	+	19744226	19771116	TBX1	6899
BMPR1B-4-1	chr4	+	95679128	96079601	BMPR1B	658
DGCR5-22-1	chr22	+	18958011	18982142	DGCR5	26220
TNK1-17-1	chr17	+	7284293	7293093	TNK1	8711
CDH19-18-1	chr18	-	64168320	64271375	CDH19	28513
CNIH4-1-1	chr1	+	224544513	224567154	CNIH4	29097
DHX37-12-1	chr12	-	125431370	125473667	DHX37	57647
TRIP10-19-1	chr19	+	6739693	6751529	TRIP10	9322
PDXDC1-16-1	chr16	+	15068592	15233206	PDXDC1	23042
SSSCA1-11-1	chr11	+	65336651	65340075	SSSCA1	10534
OTOR-20-1	chr20	+	16728998	16732809	OTOR	56914
GGT5-22-1	chr22	-	24615622	24641317	GGT5	2687
ABHD4-14-1	chr14	+	23067147	23081265	ABHD4	63874
LOC286094-8-1	chr8	+	136246374	136311962	LINC01591	286094
NAPSA-19-1	chr19	-	50861734	50868931	NAPSA	9476
RFK-9-1	chr9	-	79000433	79009444	RFK	55312
MIR4420-1-1	chr1	-	31212003	31212079	MIR4420	100616164
WASL-7-1	chr7	-	123321981	123389125	WASL	8976
ERRFI1-1-1	chr1	-	8071779	8086393	ERRFI1	54206
ODF3-11-1	chr11	+	196761	200273	ODF3	113746
TREM1-6-1	chr6	-	41242999	41254457	TREM1	54210
EXD2-14-1	chr14	+	69658194	69710737	EXD2	55218
GBP5-1-1	chr1	-	89724633	89738544	GBP5	115362
KHNYN-14-1	chr14	+	24898882	24910548	KHNYN	23351
C10ORF11-10-1	chr10	+	77191217	78317133	LRMDA	83938
MIR548D2-16-1	chr16	+	22729603	22803362	MIR548D2	693131
KCMF1-2-1	chr2	+	85198231	85286595	KCMF1	56888
RNU11-1-1	chr1	+	28975112	28975246	RNU11	26824
LIPF-10-1	chr10	+	90424146	90438572	LIPF	8513
TFAM-10-1	chr10	+	60144903	60158990	TFAM	7019
OR1J4-9-1	chr9	+	125281420	125282361	OR1J4	26219
MIR5708-8-1	chr8	+	81153624	81153708	MIR5708	100847056
LOC441461-9-1	chr9	-	102648599	102668883	STX17-AS1	441461
DCAF16-4-1	chr4	-	17802278	17812386	DCAF16	54876
OBP2A-9-1	chr9	+	138437885	138441815	OBP2A	29991
TRIM51HP-11-1	chr11	-	55061179	55065708	TRIM51HP	440041
CAP1-1-1	chr1	+	40505912	40538321	CAP1	10487
SNORD114-7-14-1	chr14	+	101429391	101429466	SNORD114-7	767583
OR51E2-11-1	chr11	-	4701401	4719076	OR51E2	81285
CRISPLD2-16-1	chr16	+	84853587	84943116	CRISPLD2	83716
MAEA-4-1	chr4	+	1283642	1333925	MAEA	10296
MANF-3-1	chr3	+	51422692	51426828	MANF	7873
MOCOS-18-1	chr18	+	33767480	33848685	MOCOS	55034
RIPPLY3-21-1	chr21	+	38378456	38391959	RIPPLY3	53820
LINC00970-1-1	chr1	-	168873143	169056243	LINC00970	101978719
STARD9-15-1	chr15	+	42867857	43013196	STARD9	57519
PFN1-17-1	chr17	-	4848945	4852381	PFN1	5216
NELFE-6-1	chr6	-	31919864	31926864	NELFE	7936
LINC00342-2-1	chr2	-	96472800	96492729	LINC00342	150759
FAM138D-12-1	chr12	-	147946	149412	FAM138D	677784
RNF133-7-1	chr7	-	122337766	122339208	RNF133	168433
ZCCHC6-9-1	chr9	-	88902648	88969402	TUT7	79670
FAM58A-23-1	chrX	-	152853383	152864632	CCNQ	92002
RTN4R-22-1	chr22	-	20228938	20255816	RTN4R	65078
SULT1C2P1-2-1	chr2	+	108938694	108970255	SULT1C2P1	151234
MYEOV-11-1	chr11	+	69061613	69064754	MYEOV	26579
PCSK6-15-1	chr15	-	101844133	102030187	PCSK6	5046
MIR548C-12-1	chr12	+	65016289	65016385	MIR548C	693129
ZNF37BP-10-1	chr10	-	43008958	43048280	ZNF37BP	100129482
FAM83H-AS1-8-1	chr8	+	144816310	144828507	FAM83H-AS1	100128338
PRDM6-5-1	chr5	+	122424841	122529960	PRDM6	93166
SNORA19-10-1	chr10	-	120819523	120819650	SNORA19	641451
GPR126-6-1	chr6	+	142623056	142767403	ADGRG6	57211
LOC100133286-21-1	chr21	-	37441940	37498938	LOC100133286	100133286
SPATA31A7-9-1	chr9	-	65503366	65509610	SPATA31A7	26165
ZNF200-16-1	chr16	-	3272325	3286221	ZNF200	7752
FKBP3-14-1	chr14	-	45584802	45603732	FKBP3	2287
SBSPON-8-1	chr8	-	73976778	74005507	SBSPON	157869
SPIN2A-23-1	chrX	-	57162036	57164093	SPIN2A	54466
B4GALT6-18-1	chr18	-	29202209	29306560	B4GALT6	9331
ARFGAP2-11-1	chr11	-	47185849	47199054	ARFGAP2	84364
NAV1-1-1	chr1	+	201508243	201796102	NAV1	89796
MAMSTR-19-1	chr19	-	49215999	49222976	MAMSTR	284358
TRPC3-4-1	chr4	-	122800183	122872909	TRPC3	7222
DUSP23-1-1	chr1	+	159750730	159752333	DUSP23	54935
TMEM132D-12-1	chr12	-	129556271	130388212	TMEM132D	121256
NFAM1-22-1	chr22	-	42776413	42833086	NFAM1	150372
MIR4772-2-1	chr2	+	103048749	103048826	MIR4772	100616157
ZFPM1-16-1	chr16	+	88520014	88601574	ZFPM1	161882
RAB22A-20-1	chr20	+	56884771	56942563	RAB22A	57403
CD52-1-1	chr1	+	26644411	26647014	CD52	1043
PAK7-20-1	chr20	-	9518037	9819687	PAK5	57144
LOC284889-22-1	chr22	-	24233589	24241292	MIF-AS1	284889
ADCY1-7-1	chr7	+	45613739	45762715	ADCY1	107
C17ORF47-17-1	chr17	-	56618948	56621733	C17orf47	284083
PTCD1-7-1	chr7	-	99014362	99045811	PTCD1	26024
MIR3193-20-1	chr20	+	30194989	30195043	MIR3193	100422904
SLC16A7-12-1	chr12	+	59989821	60183636	SLC16A7	9194
ARL16-17-1	chr17	-	79648224	79650954	ARL16	339231
ZNF862-7-1	chr7	+	149535464	149564568	ZNF862	643641
XAGE1E-23-1	chrX	+	52238810	52243953	XAGE1E	724088
CGGBP1-3-1	chr3	-	88101100	88199016	CGGBP1	8545
NPPC-2-1	chr2	-	232786805	232791038	NPPC	4880
PRKCD-3-1	chr3	+	53195223	53226733	PRKCD	5580
CNTNAP5-2-1	chr2	+	124782864	125672954	CNTNAP5	129684
ASAH2-10-1	chr10	-	51947000	52008370	ASAH2	56624
VPS53-17-1	chr17	-	411908	618096	VPS53	55275
FAM98A-2-1	chr2	-	33808727	33824362	FAM98A	25940
CCT2-12-1	chr12	+	69979206	70010595	CCT2	10576
SNORA23-11-1	chr11	+	9450313	9450501	SNORA23	677808
MGC27345-7-1	chr7	-	127937738	127947816	MGC27345	157247
CHORDC1-11-1	chr11	-	89933597	89956532	CHORDC1	26973
VEGFC-4-1	chr4	-	177604689	177713899	VEGFC	7424
CERKL-2-1	chr2	-	182401399	182521834	CERKL	375298
